"novel"
{
	"DOTA_VisualNovel_seasonal_quartero_Actor_Quartero"		"クァルテロ"
	"DOTA_VisualNovel_seasonal_quartero_Heading_generic"		"Quartero Heading"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-1_Quartero_0"		"クァルテロの骨董品店へようこそ！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-2_Quartero_0"		"荷を下ろした者・クァルテロがご案内するよ！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-3_Quartero_0"		"ヒーローは大歓迎だ！ さあ、中に入って！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-4_Quartero_0"		"見返りは何だと思うかい？ …何もない。この話に裏などないのだ。裏の裏は表だからね！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-5_Quartero_0"		"ここの品はすべてプライスレス、つまり… タダだ！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-6_Quartero_0"		"クァルテロの骨董品店！ 値札のつかない貴重品をどうぞ！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-7_Quartero_0"		"私の呪いでおたくは丸儲け！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-8_Quartero_0"		"うちのお宝は文字通りプライスレスだ！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-9_Quartero_0"		"入りたまえ！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-10_Quartero_0"		"道端のささやかな専門店によくぞお運びくださった。遠慮なく店内へ！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-11_Quartero_0"		"なんなら全部、手に入れたっていい！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-12_Quartero_0"		"お望みならアイテムにまつわる悲劇をお聞かせしよう。望まれなくても語るがね！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-13_Quartero_0"		"私ほど気前の良い店主はいないよ！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-14_Quartero_0"		"おやおや、これは！ ヒーローの来店はお断りできないな！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-15_Quartero_0"		"これだけアイテムセットがあるのに、ひとつとして値札はついていない！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-16_Quartero_0"		"王や征服者にふさわしい戦利品の数々だ！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-17_Quartero_0"		"私ほど気前の良い店主はいないよ！ 異境の呪いのおかげでね！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-18_Quartero_0"		"私はとことん気前が良いんだ！ 自分でイヤになるくらいね！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-19_Quartero_0"		"クァルテロの骨董品店へようこそ！ ここではすべてが無料で、私はそれで満足… しているフリをしなければならない！"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-20_Quartero_0"		"私はクァルテロ。私がどんな悲運に見舞われたかお話ししようか？"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-21_Quartero_0"		"商品を手に入れるたびに、私の悲劇についてお話しするよ！"
	"DOTA_VisualNovel_seasonal_fall_2025_Actor_Quartero"		"クァルテロ"
	"DOTA_VisualNovel_seasonal_fall_2025_Heading_itemset-01"		"ウィッチ・ドクター - パパ・ワンガ"
	"DOTA_VisualNovel_seasonal_fall_2025_Heading_itemset-02"		"ヴェンジフルスピリット - モリガンの呪い"
	"DOTA_VisualNovel_seasonal_fall_2025_Heading_itemset-03"		"レギオンコマンダー - ドラコンの偉業"
	"DOTA_VisualNovel_seasonal_fall_2025_Heading_itemset-04"		"レギオンコマンダー - ドラコンの憤怒"
