"novel"
{
	"DOTA_VisualNovel_seasonal_quartero_Actor_Quartero"		"Quartero"
	"DOTA_VisualNovel_seasonal_quartero_Heading_generic"		"Quartero - Başlık"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-1_Quartero_0"		"Quartero'nun Hazineleri'ne Hoş Geldin!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-2_Quartero_0"		"Gamsız Quartero hizmetinde!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-3_Quartero_0"		"Hoş geldin kahraman! Bekleme, içeri gir!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-4_Quartero_0"		"Tek şart... HİÇBİR şartın olmaması! Yani toplamda sadece bir şart var."
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-5_Quartero_0"		"Buradaki her şey paha biçilemez! Bu yüzden bedava!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-6_Quartero_0"		"Burası Quartero'nun Hazineleri! Paha biçilemez şeylerin fiyat etiketinin olmadığı yer!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-7_Quartero_0"		"Benim lanetim senin kazancın!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-8_Quartero_0"		"Hazinem paha biçilemez olduğu için bedava! Cidden!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-9_Quartero_0"		"Hadi gel!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-10_Quartero_0"		"Mütevazı yol kenarı dükkanıma hoş geldin! Battaniyelerime basabilirsin!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-11_Quartero_0"		"Bunların hepsi senin olabilir!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-12_Quartero_0"		"Trajik hikâyemi istek üzerine anlatabilirim! Hatta istemesen bile!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-13_Quartero_0"		"Cömertliğimin sınırı yok!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-14_Quartero_0"		"Bir kahraman mı? İşte reddedemeyeceğim müşteri!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-15_Quartero_0"		"Bu kadar eşya seti varken... Görünürde bir fiyat etiketi yok!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-16_Quartero_0"		"Krallara ve fatihlere yakışır ganimet ve hazineler!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-17_Quartero_0"		"Cömertliğimin sınırı yok! Eldritch laneti sağ olsun!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-18_Quartero_0"		"Cömertliğimin sonsuz! İstesem de istemesem de!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-19_Quartero_0"		"Quartero'nun Hazineleri'ne hoş geldin! Her şeyin ÜCRETSİZ olduğu ve yasalar gereği bundan memnunmuş gibi davranmak zorunda olduğum bir yer."
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-20_Quartero_0"		"Adım Quartero! Bana trajik geçmişimi sorabilirsin!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-21_Quartero_0"		"Trajik hikâyem her satın alımla birlikte ücretsiz geliyor!"
	"DOTA_VisualNovel_seasonal_fall_2025_Actor_Quartero"		"Quartero"
	"DOTA_VisualNovel_seasonal_fall_2025_Heading_itemset-01"		"Witch Doctor - Papa Wanga"
	"DOTA_VisualNovel_seasonal_fall_2025_Heading_itemset-02"		"Vengeful Spirit - Morrigan'ın Laneti"
	"DOTA_VisualNovel_seasonal_fall_2025_Heading_itemset-03"		"Legion Commander - Drakon'un Ameli"
	"DOTA_VisualNovel_seasonal_fall_2025_Heading_itemset-04"		"Legion Commander - Drakon'un Hiddeti"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward__title_0"		"Papa Wanga'nın Kuklası"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_0"		"Ooo bir kahraman! Quartero'nun Hazineleri'ne Hoş Geldin!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_1"		"Buyur buyur içeri gir, yol kenarında durma öyle!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_2"		"Mağazama gel! Yolun diğer tarafında!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_3"		"Adım Quartero! Bu işletmenin sahibiyim."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_4"		"Yani dükkânımı kurduğum yol kenarındaki bu küçük alanın sahibiyim."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_5"		"Paha biçilmez hazinelerimi daha yakından görebilmen için birkaç battaniye sereyim."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_6"		"Sana ne ikram edebilirim? Yediğim bir kutu sardalya vardı, bir tane ister misin?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_7"		"Hayır mı? Peki o zaman işe koyulalım!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_8"		"Normalde bunu yapmamalıyım ama neyse."
