"lang"
{ 
	"Language" "thai" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"พลังชีวิต"					// $health
		"dota_ability_variable_mana"				"มานา"						// $mana
		"dota_ability_variable_armor"				"เกราะป้องกัน"						// $armor
		"dota_ability_variable_damage"				"พลังโจมตี"					// $damage
		"dota_ability_variable_str"					"Strength"					// $str
		"dota_ability_variable_int"					"Intelligence"				// $int
		"dota_ability_variable_agi"					"Agility"					// $agi
		"dota_ability_variable_all"					"ค่าคุณสมบัติทั้งหมด"			// $all
		"dota_ability_variable_primary_attribute"	"ค่าสถานะหลัก"			// $primary_attribute
		"dota_ability_variable_attack"				"ความเร็วในการโจมตี"				// $attack
		"dota_ability_variable_attack_pct"			"เปอร์เซ็นต์ความเร็วในการโจมตีพื้นฐาน"	// $attack_pct
		"dota_ability_variable_hp_regen"			"อัตราการฟื้นฟูพลังชีวิต"		// $hp_regen
		"dota_ability_variable_lifesteal"			"ดูดพลังชีวิต"					// $lifesteal
		"dota_ability_variable_mana_regen"			"อัตราฟื้นฟูมานา"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"ออราอัตราฟื้นฟูมานา"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"ความเสียหายสกิล"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"ระยะเวลาดีบัฟ"			// $debuff_amp
		"dota_ability_variable_move_speed"			"ความเร็วในการเคลื่อนที่"			// $move_speed
		"dota_ability_variable_evasion"				"อัตราหลบหลีก"					// $evasion
		"dota_ability_variable_spell_resist"		"ความต้านทานเวทมนตร์"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"สกิลดูดพลังชีวิต"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_hero_attacks" "เมื่อโจมตีฮีโร่"
		"dota_ability_variable_spell_lifesteal_hero_spells" "เมื่อใช้สกิลใส่ฮีโร่"
		"dota_ability_variable_spell_lifesteal_creep_attacks" "เมื่อโจมตีครีป"
		"dota_ability_variable_spell_lifesteal_creep_spells" "เมื่อใช้สกิลใส่ครีป"
		"dota_ability_variable_lifesteal_hero_attacks" "เมื่อโจมตีฮีโร่"
		"dota_ability_variable_lifesteal_hero_spells" "เมื่อใช้สกิลใส่ฮีโร่"
		"dota_ability_variable_lifesteal_creep_attacks" "เมื่อโจมตีครีป"
		"dota_ability_variable_lifesteal_creep_spells" "เมื่อใช้สกิลใส่ครีป"
		"dota_ability_variable_selected_attrib"		"ค่าคุณสมบัติที่เลือก"		// $selected_attribute
		"dota_ability_variable_attack_range"		"ระยะการโจมตี <font color='#7d7d7d'>(เฉพาะระยะไกล)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"ระยะการโจมตี <font color='#7d7d7d'>(เฉพาะระยะประชิด)</font>"	// $attack_range_melee
		"dota_ability_variable_attack_range_all"	"ระยะการโจมตี <font color='#7d7d7d'>(ระยะประชิดและระยะไกล)</font>" // $attack_range_all
		"dota_ability_variable_cast_range"			"ระยะร่าย"				// $cast_range
		"dota_ability_variable_status_resist"		"ความต้านทานสถานะ"			// $status_resist
		"dota_ability_variable_projectile_speed"	"ความเร็วกระสุน"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"ลดมานาที่ใช้"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"ลดคูลดาวน์"		// $cooldown_reduction 
		"dota_ability_variable_max_mana_percentage"	"เพิ่มมานาสูงสุด"			// $max_mana_percentage
		"dota_ability_variable_slow_resistance"		"ความต้านทานลดความเร็ว"			// $slow_resistance
		"dota_ability_variable_aoe_bonus"			"เพิ่มพื้นที่"					// $aoe_bonus
		"dota_ability_variable_exclusive_movespeed"	"ความเร็วในการเคลื่อนที่จากรองเท้า"		// $exclusive_movespeed
		"dota_ability_variable_healing_amp"			"เพิ่มการรักษาพลังชีวิต" // $healing_amp
		"dota_ability_variable_restoration_amp"		"อัตราเติมคืนพลังชีวิต" // $restoration_amp
		"dota_ability_variable_damage_int_hero"	"พลังโจมตี (ฮีโร่ Intelligence)"
		"dota_ability_variable_damage_agi_hero"	"พลังโจมตี (ฮีโร่ Agility)"
		"dota_ability_variable_damage_str_hero"	"พลังโจมตี (ฮีโร่ Strength)"
		"dota_ability_variable_damage_universal_hero"	"พลังโจมตี (ฮีโร่ Universal)"

		// Hero Names
		// The "__en" versions are for the "Classic Hero Names" option.  These are still separate tokens for languages that want to add compatibility annotations
		"npc_dota_hero_none:n"							"--"
		"npc_dota_hero_none__en:n"						"--"
		"npc_dota_hero_queenofpain:n"					"Queen of Pain"
		"npc_dota_hero_queenofpain__en:n"				"Queen of Pain"
		"npc_dota_hero_antimage:n"						"Anti-Mage"
		"npc_dota_hero_antimage__en:n"					"Anti-Mage"
		"npc_dota_hero_antimage_persona1:n"				"Anti-Mage (Wei)"
		"npc_dota_hero_antimage_persona1__en:n"			"Anti-Mage (Wei)"
		"npc_dota_hero_kunkka:n"						"Kunkka"
		"npc_dota_hero_kunkka__en:n"					"Kunkka"
		"npc_dota_hero_lina:n"							"Lina"
		"npc_dota_hero_lina__en:n"						"Lina"
		"npc_dota_hero_mirana:n"						"Mirana"
		"npc_dota_hero_mirana__en:n"					"Mirana"
		"npc_dota_hero_mirana_persona1:n"				"Mirana (เลือดมังกร)"
		"npc_dota_hero_mirana_persona1__en:n"			"Mirana (Dragon's Blood)"
		"npc_dota_hero_slardar:n"						"Slardar"
		"npc_dota_hero_slardar__en:n"					"Slardar"
		"npc_dota_hero_lion:n"							"Lion"
		"npc_dota_hero_lion__en:n"						"Lion"
		"npc_dota_hero_phantom_assassin:n"				"Phantom Assassin"
